id,elevation,ozone,NO2,azimuth,zenith,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,water_vapor,scene,incidence_azimuth,incidence_zenith,AOT_550
8949,456,369,0.162,157.6,41.1,0.2654,0.2608,0.2482,0.2571,0.2661,0.278,0.2846,0.2729,0.2897,0.2269,0.103,0.2969,0.2673,320,E,270.9,4.8,0.079
8950,5,381,0.192,246.2,65.3,0.6787,0.6925,0.6467,0.7423,0.77,0.786,0.793,0.732,0.7792,0.317,0.002,0.0788,0.0739,565,K,336.3,10.6,0.073
8951,1589,358,0.178,157.1,54.3,0.7229,0.8164,0.7783,0.8601,0.952,0.9523,0.9385,0.8441,0.9216,0.3212,0.002,0.0936,0.0781,781,K,191.9,2.8,0.04
8952,82,291,0.312,165.2,59.7,0.1519,0.1161,0.0937,0.0827,0.1123,0.1383,0.1823,0.1574,0.2036,0.0641,0.0011,0.1542,0.1019,1000,D,105.4,10.3,0.026
8953,680,290,0.179,167.2,65.8,0.1459,0.1093,0.0872,0.0917,0.1136,0.1484,0.1749,0.1862,0.2244,0.0746,0.0017,0.2244,0.1229,815,E,193.7,2.8,0.046
8954,93,256,0.114,30.8,48.3,0.1652,0.128,0.1065,0.1001,0.1065,0.1508,0.1887,0.1578,0.1909,0.0519,0.0007,0.1584,0.1127,2049,E,218.2,3.3,0.039
8955,865,289,0.145,48.3,49.2,0.1395,0.1285,0.1482,0.2486,0.2651,0.2844,0.3003,0.299,0.3074,0.1921,0.0106,0.3819,0.3405,248,E,284.9,6.2,0.039
8956,5,295,0.177,209.7,65.5,0.2291,0.2042,0.1849,0.2012,0.2097,0.2096,0.2293,0.2156,0.2334,0.0949,0.0139,0.2534,0.2042,933,J,268,3.8,0.139
8957,321,327,0.209,131.1,22.9,0.1081,0.0829,0.0744,0.0405,0.0773,0.276,0.3893,0.3464,0.4123,0.0465,0.0009,0.1493,0.0545,3925,D,286.8,8.7,0.148
8958,125,352,0.326,160.4,67,0.2666,0.2499,0.2115,0.2044,0.2083,0.2228,0.2262,0.2278,0.2419,0.1698,0.1034,0.2109,0.1865,387,E,106.4,7.8,0.041
8959,230,324,0.299,141.1,37.9,0.6189,0.6393,0.6407,0.7128,0.7196,0.7495,0.7773,0.759,0.8046,0.3126,0.0032,0.6767,0.5364,1991,I,290.3,10.4,0.177
8960,99,289,0.213,88.3,22.7,0.2797,0.2712,0.2499,0.2458,0.2408,0.2829,0.3048,0.3015,0.34,0.133,0.1106,0.3236,0.2703,4239,J,104.3,6.2,0.187
8961,368,309,0.198,120.5,24.1,0.1325,0.1205,0.1119,0.1242,0.1348,0.1884,0.2115,0.2051,0.2307,0.0838,0.0015,0.2722,0.1801,1181,E,127.9,3.4,0.088
8962,9,292,0.167,126.6,24.4,0.1378,0.1086,0.0836,0.0709,0.063,0.0525,0.0566,0.0464,0.0479,0.0059,0.0006,0.0233,0.0168,4520,F,105,6.4,0.126
8963,3376,308,0.165,120.8,24,0.1226,0.1166,0.1181,0.1282,0.1511,0.2063,0.2323,0.2264,0.2545,0.1192,0.0023,0.2432,0.1681,966,E,284.8,6.9,0.156
8964,59,303,0.194,139,34.6,0.1519,0.1344,0.1265,0.1426,0.1427,0.1574,0.1744,0.1719,0.1993,0.0474,0.0012,0.2876,0.2275,1977,E,104.3,7.7,0.224
8965,218,270,0.116,112.7,19.1,0.1477,0.1332,0.1466,0.1644,0.1993,0.3045,0.3768,0.3354,0.3997,0.0406,0.0069,0.3793,0.2247,4353,E,284.3,9.7,0.163
8966,225,339,0.09,194,82,0.4237,0.3985,0.3229,0.3483,0.3568,0.366,0.3623,0.3702,0.3613,0.168,0.0095,0.2855,0.2191,415,I,233,2.9,0.052
8967,59,343,0.205,129.6,22.6,0.155,0.1415,0.1397,0.1586,0.1773,0.2148,0.2392,0.2364,0.2695,0.09,0.0028,0.332,0.2462,1211,E,180.9,2.8,0.128
8968,377,323,0.209,126.5,25.4,0.3042,0.376,0.4049,0.4802,0.4913,0.5342,0.5343,0.4966,0.5492,0.1822,0.0022,0.4819,0.3081,696,I,103.6,6.2,0.081
8969,5,355,0.36,152,30,0.2222,0.2009,0.1895,0.1885,0.2027,0.2312,0.2394,0.222,0.2593,0.0785,0.0027,0.2578,0.2187,1544,E,105,8.1,0.224
8970,225,370,0.198,207,55.9,0.3805,0.313,0.285,0.316,0.3192,0.324,0.3291,0.3177,0.3372,0.1633,0.0023,0.2821,0.2529,678,I,130.9,4.4,0.039
8971,50,292,0.204,93.4,11.6,0.1909,0.1627,0.1481,0.1443,0.1413,0.1715,0.1949,0.1717,0.1996,0.0522,0.0327,0.1427,0.1086,4244,J,120.6,3.6,0.075
8972,983,282,0.155,137.2,30.7,0.1553,0.1472,0.1519,0.1736,0.1897,0.229,0.2555,0.2385,0.2771,0.0539,0.0016,0.3135,0.2272,2616,E,255.7,4.3,0.146
8973,2116,326,0.102,160.7,65.9,0.3424,0.5031,0.4582,0.4884,0.5212,0.5569,0.5451,0.5381,0.5511,0.2189,0.0145,0.0598,0.0547,311,K,286.9,8.8,0.055
8974,35,302,0.194,154.5,40.4,0.1535,0.1114,0.0729,0.0514,0.0442,0.0431,0.0355,0.0352,0.0362,0.0101,0.001,0.0208,0.0154,2279,F,104.4,8.1,0.322
8975,136,331,0.232,154.3,46.5,0.1222,0.1031,0.0938,0.0802,0.1115,0.2214,0.2579,0.2395,0.264,0.0332,0.0008,0.091,0.0647,2207,D,285.4,8.3,0.061
8976,3313,240,0.103,36.1,42,0.1028,0.0931,0.1031,0.0994,0.1454,0.2582,0.3055,0.309,0.3476,0.1529,0.0072,0.2464,0.1402,769,D,274,5,0.108
8977,360,369,0.19,163.7,39.5,0.5556,0.6002,0.5712,0.62,0.6339,0.6359,0.6368,0.6957,0.6538,0.5332,0.1256,0.6887,0.5569,338,I,173.7,2.8,0.101
8978,59,299,0.195,147.7,37.9,0.1597,0.1382,0.1308,0.1455,0.1563,0.1891,0.2109,0.2057,0.248,0.0462,0.0016,0.3154,0.2207,2385,E,103.7,7.7,0.161
8979,808,288,0.18,152,42.3,0.1661,0.183,0.1924,0.2298,0.2391,0.255,0.279,0.2715,0.2928,0.1294,0.0017,0.3197,0.2572,768,E,105.6,8.6,0.074
8980,91,242,0.391,138.9,58.6,0.2077,0.1786,0.1533,0.1319,0.1373,0.1563,0.1692,0.164,0.1734,0.0401,0.0011,0.1276,0.0866,1896,E,105.7,4.2,0.562
8981,491,323,0.216,146.7,30.4,0.1293,0.1052,0.1011,0.0885,0.12,0.2353,0.3019,0.2846,0.3362,0.0654,0.0014,0.264,0.1344,2268,D,106.9,6.3,0.209
8982,37,280,0.296,163.1,60.3,0.2258,0.2134,0.1923,0.1952,0.2283,0.2303,0.2284,0.1987,0.2481,0.0721,0.0017,0.2677,0.2241,973,G,103.7,9.6,0.037
8983,30,260,0.288,87.1,26.1,0.2559,0.1684,0.1568,0.1611,0.191,0.2398,0.2859,0.1783,0.3263,0.0502,0.0018,0.2316,0.1876,4140,G,253,4.3,0.176
8984,521,322,0.192,123.3,20.6,0.1576,0.1608,0.1677,0.1941,0.2108,0.2398,0.2712,0.2516,0.2921,0.0723,0.0062,0.2825,0.2008,1994,E,104.2,6.3,0.353
8985,1589,319,0.189,160.2,28.5,0.5026,0.3417,0.3578,0.3802,0.3928,0.417,0.4173,0.3994,0.4193,0.3656,0.0473,0.3312,0.242,1141,I,192.6,2.8,0.123
8986,415,285,0.187,161,50.3,0.1288,0.1052,0.0926,0.1079,0.14,0.1877,0.2178,0.2213,0.2653,0.1035,0.0013,0.2687,0.1466,854,D,197.6,2.9,0.059
8987,230,374,0.209,169.4,40.8,0.1344,0.1146,0.1042,0.0997,0.1301,0.2045,0.2245,0.2378,0.2559,0.0985,0.002,0.2031,0.1318,776,D,224.6,3.2,0.047
8988,243,342,0.257,130.2,26,0.1506,0.1133,0.11,0.0769,0.1202,0.2546,0.3265,0.3168,0.3518,0.0698,0.0127,0.1755,0.0872,2461,J,108.4,4.3,0.087
8989,268,320,0.189,139.6,30.6,0.1273,0.1288,0.1332,0.1051,0.1517,0.3262,0.3976,0.3783,0.425,0.0765,0.0012,0.2522,0.1356,2243,D,285.6,6.1,0.042
8990,377,297,0.197,117,22.2,0.294,0.4688,0.52,0.6177,0.5451,0.598,0.5817,0.6189,0.6551,0.0844,0.0014,0.5602,0.3308,2786,E,284.9,9.9,0.074
8991,1080,335,0.208,158.8,16.7,0.2169,0.2179,0.2043,0.1886,0.2144,0.2963,0.3277,0.3302,0.3501,0.1263,0.0248,0.2412,0.1602,2242,H,235.1,3.7,0.184
8992,225,305,0.179,199.4,60.3,0.1966,0.1798,0.1723,0.1965,0.1991,0.2061,0.2217,0.2098,0.2351,0.0566,0.0041,0.279,0.2394,1367,E,302.4,5.2,0.22
8993,37,345,0.286,148.3,39.6,0.2014,0.1976,0.1845,0.1929,0.2316,0.2342,0.2322,0.2092,0.2415,0.1517,0.0043,0.281,0.2418,240,E,282,5.7,0.06
8994,60,293,0.22,139.5,44.9,0.1916,0.1772,0.1703,0.15,0.1671,0.2051,0.2307,0.2306,0.2708,0.087,0.0146,0.221,0.1423,1002,H,103.5,8.4,0.192
8995,12,266,0.141,128.3,28.6,0.177,0.2157,0.2065,0.2051,0.2048,0.2449,0.3065,0.2608,0.3156,0.0379,0.0011,0.2549,0.1729,3615,H,104.8,6.7,0.06
8996,90,326,0.253,165.2,69.1,0.1701,0.1391,0.1117,0.1078,0.1274,0.1574,0.167,0.1621,0.1727,0.0359,0.0012,0.1583,0.129,845,E,166.1,2.8,0.048
8997,990,306,0.232,153.5,40.3,0.111,0.0911,0.0901,0.0646,0.1159,0.2642,0.3113,0.316,0.3512,0.1083,0.0012,0.2099,0.1001,1516,D,105.8,8.8,0.05
8998,680,300,0.311,148,36.2,0.166,0.1446,0.1455,0.1505,0.1705,0.2273,0.2535,0.2406,0.2732,0.0549,0.0012,0.2226,0.1626,2220,E,101.8,5.5,0.223
8999,160,325,0.2,164.1,63.8,0.2492,0.3008,0.2585,0.2549,0.2638,0.3059,0.3278,0.3361,0.3413,0.0854,0.0014,0.2815,0.2234,964,I,200.1,2.9,0.02
9000,2116,281,0.145,177.2,45.9,0.1118,0.1045,0.0947,0.0998,0.1159,0.1512,0.1661,0.1716,0.1898,0.0706,0.0014,0.2097,0.1349,798,E,104.5,5.8,0.161
9001,250,286,0.218,166.5,53.4,0.1636,0.1297,0.1123,0.1117,0.1272,0.1531,0.1632,0.1373,0.1618,0.0358,0.0011,0.151,0.1045,2337,E,286,6.6,0.179
9002,125,308,0.278,147.1,35,0.1571,0.1401,0.1326,0.138,0.1413,0.1913,0.2276,0.2029,0.2357,0.0506,0.0013,0.1977,0.1569,2018,E,160.6,2.9,0.144
9003,136,308,0.217,144.8,32.7,0.1178,0.111,0.0982,0.1032,0.1355,0.183,0.1811,0.1765,0.19,0.0415,0.0009,0.1406,0.1142,1270,G,284.7,7.1,0.022
9004,235,314,0.212,128.5,24.2,0.1137,0.0956,0.0958,0.0604,0.1094,0.3202,0.4062,0.3698,0.4442,0.0526,0.001,0.2097,0.0834,4141,D,217.2,3.2,0.155
9005,225,400,0.181,203.7,59.9,0.6364,0.5993,0.5348,0.5923,0.5942,0.627,0.6291,0.6036,0.6055,0.3607,0.0085,0.1508,0.1505,197,K,275.2,3.6,0.055
9006,128,255,0.139,142.2,37.1,0.1249,0.0954,0.0857,0.0586,0.1003,0.2268,0.2761,0.2559,0.3192,0.0431,0.0008,0.1667,0.0657,3182,D,204.1,3,0.114
9007,423,302,0.208,157.3,41,0.2063,0.1744,0.1464,0.134,0.1529,0.1834,0.2039,0.1815,0.2316,0.0789,0.0027,0.1936,0.1395,939,G,118.9,3.8,0.148
9008,533,369,0.343,157.4,48.5,0.2292,0.1909,0.1689,0.1714,0.1844,0.2015,0.212,0.2042,0.2283,0.1416,0.048,0.2077,0.1783,561,H,106.7,8.8,0.126
9009,80,302,0.31,163.2,46.3,0.1363,0.1007,0.0811,0.0581,0.0785,0.1763,0.2236,0.2157,0.2405,0.0568,0.0058,0.1182,0.0597,1859,D,236.4,3.6,0.188
9010,1589,346,0.188,127.8,32.4,0.1485,0.1164,0.109,0.0805,0.1201,0.2582,0.3149,0.304,0.3494,0.103,0.0018,0.1618,0.0851,1630,D,194.2,2.8,0.058
9011,225,319,0.195,202.6,56.2,0.953,0.9225,0.8719,0.9461,0.9733,0.9826,1.0063,0.977,1.0212,0.7262,0.1037,0.4602,0.3037,576,I,125,8,0.046
9012,904,346,0.19,156.1,29.3,0.1569,0.1423,0.136,0.1428,0.1553,0.1831,0.2037,0.1948,0.2173,0.0678,0.0067,0.2649,0.2177,1380,E,287.9,8.7,0.54
9013,2200,292,0.273,151.7,60,0.1231,0.109,0.1124,0.1216,0.1474,0.2383,0.2712,0.2793,0.3017,0.1587,0.0054,0.1957,0.1215,393,D,207.3,3,0.035
9014,80,289,0.343,162.8,59,0.1483,0.1045,0.0821,0.0671,0.0886,0.157,0.1856,0.1823,0.2269,0.0653,0.007,0.1214,0.0632,1104,D,106.9,9.1,0.12
9015,125,364,0.349,161.2,60,0.1371,0.0985,0.0632,0.0441,0.0407,0.0485,0.0485,0.043,0.0407,0.0204,0.0011,0.026,0.0195,693,C,281.3,5.4,0.057
9016,1601,276,0.354,164.8,53.6,0.1715,0.1254,0.1233,0.1399,0.1806,0.2179,0.2296,0.2381,0.2716,0.1519,0.0031,0.2932,0.1891,395,E,106.4,10.6,0.036
9017,368,303,0.196,126.4,24.8,0.1352,0.1208,0.1124,0.1286,0.1445,0.1805,0.2037,0.1955,0.2297,0.0566,0.0015,0.284,0.1627,1990,E,126.9,3.4,0.112
9018,976,359,0.133,150.4,50.9,0.2977,0.2086,0.1879,0.197,0.2098,0.2105,0.2186,0.1975,0.2222,0.1255,0.0015,0.1691,0.1566,379,K,155,2.9,0.035
9019,2868,245,0.191,156.8,45.6,0.0812,0.0599,0.0507,0.0298,0.0548,0.1442,0.1723,0.1925,0.2085,0.1305,0.0063,0.0854,0.0332,357,D,107.3,4.2,0.018
9020,209,301,0.276,138.2,38.8,0.1629,0.1165,0.1025,0.0953,0.1099,0.1465,0.1719,0.144,0.1681,0.0839,0.0019,0.1576,0.1263,811,E,289.2,10.8,0.232
9021,10,304,0.246,137.2,28.8,0.1626,0.1454,0.1346,0.1293,0.1463,0.1882,0.1973,0.2038,0.2245,0.09,0.0013,0.1622,0.1197,1084,G,116.9,3.8,0.078
9022,300,351,0.206,165.7,34.7,0.1146,0.0848,0.0677,0.041,0.0661,0.1712,0.2105,0.2008,0.232,0.0706,0.001,0.09,0.04,1306,D,289.7,8.4,0.096
9023,843,297,0.128,186,63.6,0.179,0.1514,0.1249,0.1334,0.1584,0.1926,0.2213,0.2324,0.2686,0.1194,0.0131,0.277,0.1612,896,J,296,6.2,0.083
9024,5,280,0.129,239.1,80.7,0.2478,0.2182,0.1685,0.1702,0.1731,0.1725,0.1891,0.1703,0.1916,0.0657,0.015,0.19,0.1505,947,J,316,10.9,0.175
9025,235,326,0.455,161.4,68.7,0.1556,0.1269,0.1067,0.1036,0.1486,0.2259,0.2637,0.2769,0.3024,0.0607,0.0015,0.25,0.1376,1053,D,103.8,5.3,0.076
9026,192,292,0.542,180.3,75.6,0.2553,0.2343,0.1967,0.2013,0.2151,0.2432,0.2475,0.2577,0.2647,0.16,0.0077,0.2359,0.1849,274,H,288.9,8.3,0.106
9027,60,282,0.124,66.3,18.7,0.1827,0.1765,0.1899,0.2367,0.2388,0.2503,0.2698,0.2397,0.2738,0.0538,0.0013,0.2922,0.2339,2455,E,284.4,7.4,0.745
9028,415,337,0.19,152.7,52.7,0.141,0.1205,0.1123,0.1548,0.1748,0.1938,0.2203,0.2281,0.2629,0.1219,0.0018,0.3079,0.1778,577,E,197.1,2.9,0.028
9029,1100,306,0.19,119.7,21.4,0.1769,0.1747,0.1924,0.2443,0.259,0.282,0.3025,0.3032,0.3354,0.1443,0.0021,0.3973,0.3065,791,E,284.3,7.3,0.046
9030,824,325,0.187,145.6,27,0.1022,0.0747,0.0558,0.0332,0.0445,0.1148,0.1639,0.1593,0.1721,0.0429,0.001,0.038,0.0154,2011,D,286.8,7.2,0.112
9031,1280,324,0.151,158.7,57.5,0.5882,0.6748,0.6537,0.723,0.7358,0.7613,0.754,0.7517,0.7504,0.3984,0.0073,0.0624,0.0558,370,G,286.5,8.9,0.022
9032,82,349,0.259,119.6,31.9,0.5831,0.5422,0.5323,0.5712,0.6057,0.6475,0.684,0.6704,0.711,0.4628,0.0474,0.5852,0.5042,972,I,106.2,6.4,0.08
9033,186,292,0.189,159.1,45.4,0.1741,0.229,0.2408,0.2495,0.2396,0.2921,0.3144,0.2927,0.3295,0.0776,0.0012,0.2759,0.2068,1190,I,104.6,9.3,0.082
9034,415,344,0.21,148.4,41.3,0.1473,0.134,0.1285,0.1665,0.1811,0.1986,0.2247,0.2191,0.2536,0.084,0.0016,0.3598,0.2244,1206,E,196.6,2.9,0.037
9035,225,302,0.108,199.6,76.7,0.2343,0.2098,0.1853,0.212,0.2173,0.2268,0.2361,0.2291,0.2397,0.0925,0.0086,0.2633,0.2331,594,G,311.3,6.4,0.082
9036,40,257,0.11,132.4,25.3,0.1314,0.1191,0.1082,0.1078,0.1336,0.1751,0.2007,0.1993,0.2323,0.0583,0.0012,0.2143,0.1247,2169,E,283.6,8.1,0.057
9037,1141,268,0.154,73.3,33.2,0.1316,0.1561,0.1688,0.1539,0.1845,0.2954,0.3296,0.3225,0.3541,0.0729,0.001,0.2792,0.1569,2352,E,285.3,8.5,0.06
9038,230,287,0.344,171.5,58.3,0.1399,0.1084,0.0898,0.0734,0.1012,0.1756,0.2027,0.2025,0.2161,0.0659,0.0012,0.1549,0.0864,1084,D,291,10.5,0.144
9039,1799,302,0.142,159.4,63,0.6932,0.6046,0.5558,0.6292,0.6453,0.6638,0.6679,0.6351,0.6554,0.3897,0.0048,0.0741,0.0688,326,K,153,2.9,0.048
9040,264,377,0.263,153.3,46.3,0.1755,0.1596,0.1501,0.1697,0.1965,0.2148,0.2398,0.2505,0.2819,0.2219,0.0133,0.3163,0.2427,200,J,101.7,5.2,0.028
9041,10,313,0.25,148.6,36.2,0.1507,0.1114,0.072,0.0438,0.0378,0.0334,0.031,0.0265,0.0278,0.0101,0.0009,0.0084,0.0053,2639,F,104.4,9.8,0.288
9042,706,362,0.229,144.4,33.2,0.1246,0.0983,0.0783,0.0605,0.0681,0.1187,0.1411,0.1341,0.1414,0.0539,0.0042,0.0705,0.0397,1416,C,135.3,3.3,0.105
9043,824,305,0.185,147.3,34.6,0.1318,0.1309,0.1405,0.2007,0.2227,0.2493,0.2833,0.293,0.3349,0.1126,0.0015,0.2325,0.1236,1211,E,104.8,7.6,0.042
9044,49,264,0.181,157.9,56.9,0.1766,0.1577,0.1483,0.1432,0.1756,0.2157,0.2661,0.2372,0.2759,0.0515,0.0089,0.2333,0.1597,1490,E,99.8,5,0.037
9045,2180,328,0.179,134.2,29.2,0.2797,0.3595,0.3594,0.3797,0.3836,0.3905,0.3867,0.3884,0.3943,0.2578,0.12,0.4638,0.4756,251,E,104.4,9.5,0.113
9046,312,276,0.194,104,24.6,0.1727,0.1498,0.1422,0.1483,0.1637,0.2138,0.2464,0.2437,0.2859,0.0411,0.0011,0.28,0.2024,3397,E,101.8,8,0.69
9047,60,275,0.64,159.1,53.4,0.1446,0.1247,0.0977,0.0854,0.0766,0.0868,0.0901,0.0852,0.0916,0.0259,0.0012,0.0707,0.0462,1568,C,284.5,7.9,0.114
9048,12,264,0.101,84.5,31.1,0.2845,0.2696,0.2798,0.3603,0.366,0.3929,0.409,0.3923,0.4318,0.1424,0.1013,0.4355,0.3356,3414,E,284.7,8.4,0.221
9049,423,364,0.206,156.5,43.7,0.1404,0.1131,0.1022,0.1017,0.0991,0.1149,0.1241,0.1185,0.121,0.0745,0.0015,0.1315,0.1087,652,E,286.8,9.8,0.084
9050,109,340,0.264,139.6,28.6,0.2276,0.2204,0.2125,0.2023,0.2189,0.2935,0.3313,0.3115,0.3519,0.1563,0.101,0.2932,0.2179,2133,D,231.7,3.6,0.193
9051,10,314,0.251,134.9,29.8,0.1212,0.09,0.078,0.0451,0.0787,0.2431,0.3366,0.3191,0.3743,0.0521,0.0011,0.1404,0.0521,3111,D,104.6,4.6,0.162
9052,569,381,0.153,164.1,44.6,0.1833,0.1584,0.1505,0.1621,0.1827,0.1861,0.2031,0.1962,0.232,0.1166,0.0026,0.2365,0.2233,482,E,289.3,9.7,0.038
9053,91,288,0.263,138.3,16.5,0.5292,0.4988,0.4834,0.4864,0.4898,0.5314,0.5613,0.5229,0.577,0.2416,0.1019,0.5157,0.4735,2670,I,106.6,4.2,0.61
9054,277,261,0.144,33.1,33.5,0.2282,0.211,0.2077,0.2146,0.2341,0.2925,0.3331,0.3289,0.3587,0.1204,0.0127,0.3357,0.2116,2350,J,103.4,9.2,0.166
9055,1774,303,0.185,146.3,30.7,0.1587,0.157,0.1683,0.1928,0.2278,0.2575,0.2847,0.2897,0.3281,0.1167,0.0014,0.3916,0.2982,1224,E,286.9,8.7,0.107
9056,10,292,0.268,151.8,38.7,0.1626,0.1809,0.1626,0.1666,0.1641,0.1904,0.2108,0.187,0.2036,0.0788,0.0016,0.1701,0.1278,1193,H,114.9,3.8,0.055
9057,30,317,0.2,164.8,65.2,0.2826,0.2703,0.2589,0.2725,0.3141,0.3796,0.412,0.3893,0.4354,0.1832,0.0216,0.3813,0.3269,695,H,259.1,4.4,0.034
9058,1601,304,0.255,131,23,0.1507,0.1181,0.1133,0.1207,0.1407,0.1822,0.213,0.2073,0.2369,0.065,0.001,0.2587,0.1613,2269,E,234.4,3.6,0.139
9059,156,347,0.464,159.4,62.1,0.2845,0.2964,0.2748,0.2807,0.2845,0.3136,0.3235,0.3163,0.3358,0.1886,0.1079,0.3629,0.3174,630,J,134.2,3.3,0.084
9060,47,282,0.188,147.5,37.6,0.1167,0.0875,0.0748,0.0609,0.0906,0.1662,0.1967,0.1852,0.2068,0.0978,0.0015,0.1615,0.0825,743,D,178.5,2.8,0.054
9061,120,295,0.21,166.4,53.9,0.5737,0.4356,0.4176,0.4436,0.4901,0.5513,0.6269,0.4825,0.6958,0.2587,0.0037,0.4771,0.3995,1246,I,104.4,9.8,0.161
9062,3376,277,0.126,164,59.9,0.6693,0.7717,0.7735,0.826,0.8825,0.9709,0.9803,0.8661,0.9545,0.5479,0.0278,0.108,0.1049,395,K,104.8,6.7,0.033
9063,-32,313,0.198,114.2,20.7,0.2218,0.2325,0.2699,0.3502,0.3646,0.3786,0.4096,0.3977,0.4215,0.1996,0.0034,0.4892,0.4411,618,E,229.2,3.5,0.041
9064,209,294,0.291,117.7,16.7,0.1997,0.1717,0.1649,0.1623,0.1685,0.2244,0.2561,0.2257,0.2851,0.0428,0.0016,0.2431,0.1804,3234,E,101.8,4.7,0.362
9065,130,336,0.261,128.8,22.1,0.1723,0.1755,0.1814,0.2033,0.2232,0.2659,0.2942,0.2696,0.3045,0.064,0.0009,0.3214,0.2346,2199,E,117.1,3.8,0.209
9066,76,257,0.101,114.5,26,0.1292,0.0958,0.0835,0.0478,0.0764,0.1883,0.2431,0.2219,0.2636,0.0363,0.0006,0.097,0.0361,3915,D,101.7,7.8,0.12
9067,2750,325,0.178,151,59.1,0.1988,0.1581,0.137,0.1355,0.1651,0.2277,0.2331,0.227,0.233,0.1887,0.0116,0.0541,0.0376,228,K,233.8,3.6,0.024
9068,520,340,0.185,147.6,26.1,0.1121,0.0858,0.0837,0.0428,0.092,0.3001,0.3863,0.3622,0.4256,0.0587,0.0009,0.1824,0.0653,3538,D,288.5,10.3,0.2
9069,22,285,0.172,152.6,53,0.2234,0.1917,0.1739,0.1807,0.1974,0.2109,0.2166,0.188,0.2128,0.0625,0.0173,0.1886,0.1511,1777,H,211.4,3.1,0.184
9070,300,385,0.194,163.8,54.9,0.1436,0.1062,0.0767,0.0558,0.0784,0.1334,0.1518,0.1489,0.1663,0.0808,0.0016,0.0562,0.0276,446,D,134.7,3.3,0.043
9071,59,326,0.201,150.2,48.7,0.1699,0.1465,0.1311,0.1286,0.1455,0.1929,0.2148,0.2038,0.2348,0.0585,0.0015,0.243,0.1728,1638,E,180.9,2.8,0.412
9072,225,291,0.113,190.7,74.6,0.2298,0.2105,0.1913,0.2213,0.2289,0.2361,0.2466,0.2403,0.2562,0.0823,0.0054,0.2998,0.2595,763,E,124,6.5,0.114
9073,1170,298,0.246,159.8,63.3,0.2199,0.1871,0.1614,0.1615,0.18,0.2043,0.2109,0.2122,0.227,0.1328,0.0025,0.101,0.0721,394,H,103,8.1,0.041
9074,80,320,0.199,147.3,26.6,0.1446,0.1256,0.1137,0.1192,0.1337,0.1863,0.2217,0.2102,0.2509,0.0432,0.0016,0.1993,0.1146,2603,E,285.8,8.3,0.47
9075,344,332,0.223,127.8,22,0.1204,0.0931,0.087,0.0499,0.0996,0.3387,0.4485,0.4166,0.4818,0.0844,0.001,0.1895,0.0692,2975,D,254.9,4.3,0.145
9076,69,354,0.237,144.3,32.5,0.17,0.155,0.1594,0.2143,0.2358,0.2605,0.2747,0.2595,0.2746,0.1139,0.002,0.3563,0.3017,800,E,119.7,3.7,0.052
9077,125,325,0.289,151.3,36.2,0.1531,0.1357,0.1224,0.1127,0.1337,0.2023,0.227,0.242,0.2572,0.0531,0.0037,0.2149,0.1545,1812,E,106,8.3,0.045
9078,1080,339,0.213,133.5,26,0.1268,0.1234,0.1226,0.1138,0.1484,0.2303,0.2463,0.2555,0.2768,0.1404,0.0044,0.2032,0.1406,607,E,234.4,3.7,0.08
9079,125,362,0.343,159.2,61.7,0.2721,0.2432,0.2115,0.2,0.2154,0.248,0.2664,0.2682,0.2769,0.1756,0.1015,0.2471,0.208,482,E,106.3,7.4,0.093
9080,91,244,0.374,148,50.9,0.1569,0.1629,0.147,0.1348,0.1375,0.1583,0.16,0.1572,0.1697,0.0551,0.0009,0.1362,0.092,1325,E,105.7,4.2,0.208
9081,80,354,0.21,145.9,25,0.1228,0.0982,0.0929,0.0793,0.126,0.2324,0.2716,0.2663,0.2967,0.0903,0.0012,0.1788,0.102,1257,D,285.9,8.2,0.072
9082,250,327,0.219,134.1,24.1,0.1801,0.1524,0.1476,0.152,0.1669,0.2245,0.2371,0.2041,0.2401,0.0464,0.0013,0.2275,0.1548,2880,E,104.8,8.7,0.073
9083,34,264,0.182,155.8,56.4,0.1385,0.1035,0.0725,0.0353,0.028,0.0198,0.0188,0.0136,0.0115,0.0066,0.0008,0.0019,0.0015,372,F,103.1,8.2,0.026
9084,111,289,0.523,154.4,60.6,0.3236,0.1316,0.1054,0.0862,0.1075,0.1474,0.1648,0.1231,0.1934,0.1695,0.0021,0.1225,0.116,481,E,233,3.5,0.09
9085,22,328,0.194,125.6,21.4,0.2028,0.2013,0.1999,0.2219,0.2298,0.2439,0.2585,0.233,0.2649,0.0556,0.0015,0.2649,0.216,1991,H,210.4,3.1,0.366
9086,456,311,0.175,148.5,35.8,0.167,0.1608,0.1506,0.1555,0.1638,0.206,0.2227,0.2021,0.2437,0.0768,0.003,0.2221,0.175,1339,G,105.7,9.6,0.244
9087,579,317,0.205,120,22,0.1139,0.0844,0.074,0.0401,0.0749,0.2314,0.3094,0.3104,0.3392,0.0583,0.001,0.1323,0.0468,3078,D,284.3,7.2,0.196
9088,130,315,0.185,116,22.9,0.1872,0.186,0.2102,0.2441,0.2631,0.3281,0.3583,0.3619,0.3967,0.0969,0.0019,0.3757,0.2816,1794,E,104.5,8.6,0.324
